epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.23450763523578644,4.277310371398926,1e-04,0.23344652354717255,4.139078617095947
1,0.24932795763015747,3.4979701042175293,1e-04,0.27023202180862427,3.189807415008545
2,0.2595854699611664,2.998135805130005,1e-04,0.26839274168014526,2.754279851913452
3,0.26298102736473083,2.6016135215759277,1e-04,0.276457279920578,2.3974978923797607
4,0.2765633761882782,2.299948215484619,1e-04,0.32611772418022156,2.132589101791382
5,0.286042720079422,2.0872650146484375,1e-04,0.32427844405174255,1.9698714017868042
6,0.3078310787677765,1.932845115661621,1e-04,0.3797396719455719,1.7607933282852173
7,0.3353494703769684,1.8090364933013916,1e-04,0.39629316329956055,1.6765720844268799
8,0.37821874022483826,1.6836014986038208,1e-04,0.43307867646217346,1.5712803602218628
9,0.40962791442871094,1.5920990705490112,1e-04,0.4773627519607544,1.42864990234375
10,0.43781834840774536,1.519800066947937,1e-04,0.4903791844844818,1.398217797279358
11,0.4566709101200104,1.4684301614761353,1e-04,0.5246179699897766,1.307870864868164
12,0.4753112494945526,1.4229415655136108,1e-04,0.5216468572616577,1.3064613342285156
13,0.48549801111221313,1.3952915668487549,1e-04,0.5309846997261047,1.2757210731506348
14,0.49656903743743896,1.362033724784851,1e-04,0.5295698642730713,1.280168890953064
15,0.5042091012001038,1.3446613550186157,1e-04,0.5448500514030457,1.23202383518219
16,0.5109649300575256,1.323115587234497,1e-04,0.5606960654258728,1.208632469177246
17,0.5168364644050598,1.3135998249053955,1e-04,0.5663554072380066,1.1945339441299438
18,0.524936318397522,1.2966190576553345,1e-04,0.5724391341209412,1.16879403591156
19,0.5313030481338501,1.2822238206863403,1e-04,0.5683361887931824,1.1828960180282593
20,0.5368916392326355,1.2580010890960693,1e-04,0.5844652056694031,1.136634349822998
21,0.5371392369270325,1.2647603750228882,1e-04,0.5861629843711853,1.1443578004837036
22,0.5372806787490845,1.2496689558029175,1e-04,0.5847481489181519,1.1351648569107056
23,0.5456989407539368,1.2419989109039307,1e-04,0.583757758140564,1.1420866250991821
24,0.5497665405273438,1.2315024137496948,1e-04,0.5897000432014465,1.1314951181411743
25,0.5507215857505798,1.2257604598999023,1e-04,0.5953593850135803,1.1241377592086792
26,0.5568760633468628,1.2194455862045288,1e-04,0.5662139058113098,1.1825952529907227
27,0.5566638112068176,1.2173807621002197,1e-04,0.6045557260513306,1.093582272529602
28,0.5593873858451843,1.2044872045516968,1e-04,0.6013016700744629,1.0970045328140259
29,0.5594934821128845,1.2034220695495605,1e-04,0.5970571637153625,1.1465296745300293
30,0.5639855861663818,1.197953462600708,1e-04,0.603989839553833,1.1209274530410767
31,0.5649405717849731,1.1965183019638062,1e-04,0.604131281375885,1.1263209581375122
32,0.5663200616836548,1.186598300933838,1e-04,0.5938030481338501,1.12645423412323
33,0.5687252283096313,1.1842155456542969,1e-04,0.6028579473495483,1.0996278524398804
34,0.5832272171974182,1.146946668624878,2e-05,0.6253536939620972,1.0476810932159424
35,0.588780403137207,1.133805513381958,2e-05,0.6236559152603149,1.054182767868042
36,0.5917161703109741,1.1308263540267944,2e-05,0.6213921904563904,1.056471824645996
37,0.5936969518661499,1.1238112449645996,2e-05,0.6235144138336182,1.0621966123580933
38,0.5899830460548401,1.119766354560852,2e-05,0.6240803599357605,1.0472687482833862
39,0.594545841217041,1.120774745941162,2e-05,0.6382286548614502,1.0289433002471924
40,0.5970925092697144,1.1124053001403809,2e-05,0.6269100308418274,1.043939232826233
41,0.598224401473999,1.109422206878662,2e-05,0.6288907527923584,1.034345269203186
42,0.5963143706321716,1.1055058240890503,2e-05,0.6322863698005676,1.0359511375427246
43,0.5956069827079773,1.1111515760421753,2e-05,0.6298811435699463,1.035474181175232
44,0.5968095660209656,1.0990949869155884,2e-05,0.6321448683738708,1.0247091054916382
45,0.6012309193611145,1.098915696144104,2e-05,0.6274759769439697,1.0376685857772827
46,0.6012309193611145,1.0948137044906616,2e-05,0.6287493109703064,1.0389190912246704
47,0.6028932929039001,1.0951968431472778,2e-05,0.6368138194084167,1.0286695957183838
48,0.602539598941803,1.0949368476867676,2e-05,0.6376627087593079,1.0226185321807861
49,0.6030701994895935,1.0883396863937378,2e-05,0.6359649300575256,1.0188429355621338
