epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.19607092440128326,2.221952199935913,1e-04,0.25703537464141846,1.7699087858200073
1,0.2201748639345169,1.9021185636520386,1e-04,0.288520485162735,1.685916781425476
2,0.23954160511493683,1.7796977758407593,1e-04,0.3102535605430603,1.638197422027588
3,0.2591870129108429,1.7327301502227783,1e-04,0.3089997172355652,1.6388479471206665
4,0.28837648034095764,1.6912167072296143,1e-04,0.3665366470813751,1.5429590940475464
5,0.3245323896408081,1.6341793537139893,1e-04,0.40234047174453735,1.4817081689834595
6,0.3551151156425476,1.5702672004699707,1e-04,0.3842296004295349,1.504569172859192
7,0.3877529799938202,1.507187843322754,1e-04,0.45444414019584656,1.366676926612854
8,0.42314258217811584,1.4495441913604736,1e-04,0.5089161396026611,1.2638150453567505
9,0.448535293340683,1.4038854837417603,1e-04,0.5197826623916626,1.2210514545440674
10,0.4666132628917694,1.3559844493865967,1e-04,0.49958205223083496,1.2691394090652466
11,0.4795360267162323,1.3256663084030151,1e-04,0.5525215864181519,1.179726243019104
12,0.49876344203948975,1.2932865619659424,1e-04,0.5710504055023193,1.1052861213684082
13,0.5111637711524963,1.2614820003509521,1e-04,0.5596266388893127,1.1825178861618042
14,0.5217527747154236,1.2367637157440186,1e-04,0.5528002381324768,1.1871490478515625
15,0.5306349992752075,1.218972086906433,1e-04,0.5831707715988159,1.077080249786377
16,0.5461004972457886,1.186741828918457,1e-04,0.5558651685714722,1.1253323554992676
17,0.5485736131668091,1.1757553815841675,1e-04,0.569100022315979,1.1115726232528687
18,0.5580828189849854,1.1531788110733032,1e-04,0.4328503906726837,1.5109009742736816
19,0.5683583617210388,1.1397379636764526,1e-04,0.6040679812431335,1.0097074508666992
20,0.5760214328765869,1.1170405149459839,1e-04,0.5547506213188171,1.1562933921813965
21,0.578424870967865,1.1126593351364136,1e-04,0.638478696346283,0.9591634273529053
22,0.5807586312294006,1.104718804359436,1e-04,0.6174421906471252,1.0026799440383911
23,0.584067702293396,1.0909276008605957,1e-04,0.6287266612052917,0.9648144245147705
24,0.5956668853759766,1.0749309062957764,1e-04,0.6147952079772949,1.0056519508361816
25,0.59751296043396,1.0699254274368286,1e-04,0.6022568941116333,1.0322380065917969
26,0.5984185934066772,1.064596176147461,1e-04,0.6216216087341309,0.9983000159263611
27,0.6051760911941528,1.0478981733322144,1e-04,0.6274728178977966,0.995374321937561
28,0.6246125102043152,1.0063860416412354,2e-05,0.6518529057502747,0.9102450609207153
29,0.6287923455238342,0.9960101842880249,2e-05,0.6551964282989502,0.9225157499313354
30,0.6335644125938416,0.9830313920974731,2e-05,0.6620228290557861,0.9041938185691833
31,0.6391026973724365,0.9772701859474182,2e-05,0.6582613587379456,0.8976490497589111
32,0.6398342251777649,0.9731465578079224,2e-05,0.6570075154304504,0.9018933176994324
33,0.6409140229225159,0.9698888659477234,2e-05,0.6673167943954468,0.8848007321357727
34,0.6438398957252502,0.9624595046043396,2e-05,0.6557536721229553,0.9071159362792969
35,0.6434915661811829,0.9600893259048462,2e-05,0.6649484634399414,0.8977370262145996
36,0.6459298729896545,0.9520353078842163,2e-05,0.6670381426811218,0.882147490978241
37,0.6484377980232239,0.9512881636619568,2e-05,0.6656450033187866,0.887086033821106
38,0.649099588394165,0.9423839449882507,2e-05,0.6714962124824524,0.8833533525466919
39,0.6525828242301941,0.9443981647491455,2e-05,0.6685706377029419,0.8800800442695618
40,0.6513288617134094,0.943179726600647,2e-05,0.6706603765487671,0.8748425841331482
41,0.6580166220664978,0.9358282089233398,2e-05,0.6755363345146179,0.8771754503250122
42,0.6546030640602112,0.9370935559272766,2e-05,0.6703817248344421,0.8820939064025879
43,0.6589571237564087,0.9266020059585571,2e-05,0.6709389686584473,0.8820756077766418
44,0.6599324345588684,0.9245515465736389,2e-05,0.6695458292961121,0.8757250308990479
45,0.6578076481819153,0.9266942143440247,2e-05,0.676372230052948,0.876115083694458
46,0.6596885919570923,0.9188107252120972,2e-05,0.6745611429214478,0.8686050176620483
47,0.6641819477081299,0.9168089628219604,2e-05,0.6772081255912781,0.8705610036849976
48,0.6636594533920288,0.9174426198005676,2e-05,0.668709933757782,0.8926053643226624
49,0.6637639999389648,0.910786509513855,2e-05,0.6659236550331116,0.8943318128585815
50,0.6672820448875427,0.9064933061599731,2e-05,0.6627194285392761,0.8921282887458801
51,0.6653662323951721,0.9063717126846313,2e-05,0.6751184463500977,0.8713991045951843
52,0.6668640375137329,0.904641330242157,2e-05,0.6811089515686035,0.8671110272407532
53,0.6704866290092468,0.8939995765686035,2e-05,0.6783226728439331,0.87752366065979
54,0.6700338125228882,0.8937219977378845,2e-05,0.6804123520851135,0.8601599931716919
55,0.666306734085083,0.9028286933898926,2e-05,0.6726107597351074,0.8900790214538574
56,0.6727159023284912,0.8937423825263977,2e-05,0.6779047250747681,0.8655609488487244
57,0.6714619398117065,0.8928683996200562,2e-05,0.6805517077445984,0.869193971157074
58,0.670347273349762,0.8927021026611328,2e-05,0.6783226728439331,0.8798364996910095
59,0.6757462620735168,0.8872228264808655,2e-05,0.6834772825241089,0.8662490844726562
60,0.6798216700553894,0.8773443102836609,2e-05,0.670242428779602,0.8837245106697083
61,0.6832700371742249,0.8764323592185974,4e-06,0.6859849691390991,0.8520393967628479
62,0.6819115877151489,0.8624332547187805,4e-06,0.6841738820075989,0.8637118935585022
63,0.6841060519218445,0.8630508780479431,4e-06,0.6865422129631042,0.8563538789749146
64,0.6828520894050598,0.8677470088005066,4e-06,0.6879353523254395,0.8555772304534912
65,0.6844891905784607,0.8654747605323792,4e-06,0.6864029169082642,0.8556529879570007
66,0.6888431906700134,0.8571831583976746,4e-06,0.6848704218864441,0.8609729409217834
67,0.6886690855026245,0.8567464351654053,4e-06,0.6858456134796143,0.8517001867294312
68,0.6884600520133972,0.858809769153595,4e-06,0.6873781085014343,0.8568220138549805
69,0.6865442991256714,0.854114830493927,4e-06,0.6858456134796143,0.8523836731910706
70,0.6883207559585571,0.8614446520805359,4e-06,0.685009777545929,0.8575040102005005
71,0.6916646361351013,0.8548440933227539,4e-06,0.6887712478637695,0.8503607511520386
72,0.6942422389984131,0.8512938618659973,4e-06,0.684731125831604,0.8587228059768677
73,0.6943467259407043,0.8526102304458618,4e-06,0.6884925961494446,0.8556257486343384
74,0.6886342167854309,0.8482030630111694,4e-06,0.6879353523254395,0.8479548692703247
75,0.690236508846283,0.8545464873313904,4e-06,0.685009777545929,0.8609201908111572
76,0.6918736100196838,0.8427143692970276,4e-06,0.685009777545929,0.8595315217971802
